iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
382,"((20, 12), ())","((19, 12), ())",East,"[((21, 12), ()), ((19, 12), ())]","[((20, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((22, 10), ()), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((11, 12), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((26, 5), ()), ((17, 12), ()), ((12, 10), ((1, 1),)), ((9, 10), ((1, 1),))]","[((22, 10), ()), ((2, 6), ((1, 1), (1, 12))), ((11, 12), ((1, 1),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((9, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((26, 5), ()), ((17, 12), ()), ((12, 10), ((1, 1),)), ((21, 12), ())]",382,34,57,91
383,"((22, 10), ())","((21, 10), ())",East,"[((21, 10), ())]","[((22, 10), ()), ((2, 6), ((1, 1), (1, 12))), ((11, 12), ((1, 1),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((9, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((26, 5), ()), ((17, 12), ()), ((12, 10), ((1, 1),)), ((21, 12), ())]","[((11, 12), ((1, 1),)), ((2, 6), ((1, 1), (1, 12))), ((9, 10), ((1, 1),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((21, 12), ()), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((26, 5), ()), ((17, 12), ()), ((12, 10), ((1, 1),))]",383,34,57,91
384,"((11, 12), ((1, 1),))","((11, 11), ((1, 1),))",North,"[((11, 11), ((1, 1),))]","[((11, 12), ((1, 1),)), ((2, 6), ((1, 1), (1, 12))), ((9, 10), ((1, 1),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((21, 12), ()), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((26, 5), ()), ((17, 12), ()), ((12, 10), ((1, 1),))]","[((9, 10), ((1, 1),)), ((2, 6), ((1, 1), (1, 12))), ((21, 12), ()), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((26, 5), ()), ((17, 12), ())]",384,43,48,91
385,"((9, 10), ((1, 1),))","((10, 10), ((1, 1),))",West,"[((9, 11), ((1, 1),)), ((10, 10), ((1, 1),))]","[((9, 10), ((1, 1),)), ((2, 6), ((1, 1), (1, 12))), ((21, 12), ()), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((26, 5), ()), ((17, 12), ())]","[((21, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((9, 11), ((1, 1),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((26, 5), ())]",385,43,48,91
386,"((21, 12), ())","((20, 12), ())",East,"[((22, 12), ()), ((20, 12), ())]","[((21, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((9, 11), ((1, 1),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((26, 5), ())]","[((9, 11), ((1, 1),)), ((2, 6), ((1, 1), (1, 12))), ((22, 12), ()), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((26, 5), ())]",386,35,56,91
387,"((9, 11), ((1, 1),))","((9, 10), ((1, 1),))",North,"[((9, 12), ((1, 1),)), ((9, 10), ((1, 1),))]","[((9, 11), ((1, 1),)), ((2, 6), ((1, 1), (1, 12))), ((22, 12), ()), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((26, 5), ())]","[((22, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((9, 12), ((1, 1),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((26, 5), ())]",387,44,47,91
388,"((22, 12), ())","((21, 12), ())",East,"[((23, 12), ()), ((21, 12), ())]","[((22, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((9, 12), ((1, 1),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((26, 5), ())]","[((9, 12), ((1, 1),)), ((2, 6), ((1, 1), (1, 12))), ((23, 12), ()), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((26, 5), ())]",388,36,55,91
389,"((9, 12), ((1, 1),))","((9, 11), ((1, 1),))",North,"[((9, 11), ((1, 1),))]","[((9, 12), ((1, 1),)), ((2, 6), ((1, 1), (1, 12))), ((23, 12), ()), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 4), ((1, 12),)), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((26, 5), ())]","[((23, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((11, 4), ((1, 12),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((26, 5), ()), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ())]",389,45,46,91
390,"((23, 12), ())","((22, 12), ())",East,"[((24, 12), ()), ((22, 12), ())]","[((23, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((11, 4), ((1, 12),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((26, 5), ()), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ())]","[((24, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((11, 4), ((1, 12),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((26, 5), ()), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ())]",390,37,54,91
391,"((24, 12), ())","((23, 12), ())",East,"[((25, 12), ()), ((23, 12), ())]","[((24, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((11, 4), ((1, 12),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((26, 5), ()), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ())]","[((25, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((11, 4), ((1, 12),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((26, 5), ()), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ())]",391,38,53,91
392,"((25, 12), ())","((24, 12), ())",East,"[((26, 12), ()), ((24, 12), ())]","[((25, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((11, 4), ((1, 12),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((26, 5), ()), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ())]","[((26, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((11, 4), ((1, 12),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((26, 5), ()), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ())]",392,39,52,91
393,"((26, 12), ())","((25, 12), ())",East,"[((26, 11), ()), ((25, 12), ())]","[((26, 12), ()), ((2, 6), ((1, 1), (1, 12))), ((11, 4), ((1, 12),)), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((26, 5), ()), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ())]","[((11, 4), ((1, 12),)), ((2, 6), ((1, 1), (1, 12))), ((26, 5), ()), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((17, 12), ()), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((26, 11), ())]",393,40,51,91
394,"((11, 4), ((1, 12),))","((10, 4), ((1, 12),))",East,"[((11, 3), ((1, 12),)), ((12, 4), ((1, 12),)), ((10, 4), ((1, 12),))]","[((11, 4), ((1, 12),)), ((2, 6), ((1, 1), (1, 12))), ((26, 5), ()), ((6, 2), ((1, 1), (1, 12))), ((23, 4), ()), ((17, 12), ()), ((12, 10), ((1, 1),)), ((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((26, 11), ())]","[((2, 6), ((1, 1), (1, 12))), ((6, 2), ((1, 1), (1, 12))), ((26, 5), ()), ((12, 6), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 3), ((1, 12),)), ((12, 10), ((1, 1),)), ((26, 11), ()), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((12, 4), ((1, 12),))]",394,41,51,92
395,"((2, 6), ((1, 1), (1, 12)))","((3, 6), ((1, 1), (1, 12)))",West,"[((3, 6), ((1, 1), (1, 12))), ((1, 6), ((1, 1), (1, 12)))]","[((2, 6), ((1, 1), (1, 12))), ((6, 2), ((1, 1), (1, 12))), ((26, 5), ()), ((12, 6), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 3), ((1, 12),)), ((12, 10), ((1, 1),)), ((26, 11), ()), ((18, 5), ((1, 1), (1, 12))), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((12, 4), ((1, 12),))]","[((6, 2), ((1, 1), (1, 12))), ((12, 6), ((1, 1), (1, 12))), ((26, 5), ()), ((18, 5), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 3), ((1, 12),)), ((12, 10), ((1, 1),)), ((26, 11), ()), ((12, 4), ((1, 12),)), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((1, 6), ((1, 1), (1, 12)))]",395,50,42,92
396,"((6, 2), ((1, 1), (1, 12)))","((7, 2), ((1, 1), (1, 12)))",West,"[((7, 2), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12)))]","[((6, 2), ((1, 1), (1, 12))), ((12, 6), ((1, 1), (1, 12))), ((26, 5), ()), ((18, 5), ((1, 1), (1, 12))), ((23, 4), ()), ((11, 3), ((1, 12),)), ((12, 10), ((1, 1),)), ((26, 11), ()), ((12, 4), ((1, 12),)), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((1, 6), ((1, 1), (1, 12)))]","[((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((26, 5), ()), ((26, 11), ()), ((23, 4), ()), ((11, 3), ((1, 12),)), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((5, 2), ((1, 1), (1, 12)))]",396,58,34,92
397,"((12, 6), ((1, 1), (1, 12)))","((13, 6), ((1, 1), (1, 12)))",West,"[((13, 6), ((1, 1), (1, 12))), ((11, 6), ((1, 1), (1, 12)))]","[((12, 6), ((1, 1), (1, 12))), ((18, 5), ((1, 1), (1, 12))), ((26, 5), ()), ((26, 11), ()), ((23, 4), ()), ((11, 3), ((1, 12),)), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((5, 2), ((1, 1), (1, 12)))]","[((18, 5), ((1, 1), (1, 12))), ((23, 4), ()), ((26, 5), ()), ((26, 11), ()), ((16, 4), ((1, 1),)), ((11, 3), ((1, 12),)), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((12, 8), ((1, 1),)), ((17, 12), ()), ((11, 6), ((1, 1), (1, 12)))]",397,60,32,92
398,"((18, 5), ((1, 1), (1, 12)))","((18, 4), ((1, 1), (1, 12)))",North,"[((18, 6), ((1, 1), (1, 12))), ((18, 4), ((1, 1), (1, 12)))]","[((18, 5), ((1, 1), (1, 12))), ((23, 4), ()), ((26, 5), ()), ((26, 11), ()), ((16, 4), ((1, 1),)), ((11, 3), ((1, 12),)), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((12, 8), ((1, 1),)), ((17, 12), ()), ((11, 6), ((1, 1), (1, 12)))]","[((23, 4), ()), ((16, 4), ((1, 1),)), ((26, 5), ()), ((26, 11), ()), ((12, 8), ((1, 1),)), ((11, 3), ((1, 12),)), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((11, 6), ((1, 1), (1, 12))), ((17, 12), ()), ((18, 6), ((1, 1), (1, 12)))]",398,67,25,92
399,"((23, 4), ())","((24, 4), ())",West,"[((24, 4), ()), ((22, 4), ())]","[((23, 4), ()), ((16, 4), ((1, 1),)), ((26, 5), ()), ((26, 11), ()), ((12, 8), ((1, 1),)), ((11, 3), ((1, 12),)), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((11, 6), ((1, 1), (1, 12))), ((17, 12), ()), ((18, 6), ((1, 1), (1, 12)))]","[((26, 5), ()), ((16, 4), ((1, 1),)), ((11, 3), ((1, 12),)), ((26, 11), ()), ((12, 8), ((1, 1),)), ((17, 12), ()), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((11, 6), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((22, 4), ())]",399,35,57,92
400,"((26, 5), ())","((26, 4), ())",North,"[((26, 6), ()), ((26, 4), ())]","[((26, 5), ()), ((16, 4), ((1, 1),)), ((11, 3), ((1, 12),)), ((26, 11), ()), ((12, 8), ((1, 1),)), ((17, 12), ()), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((11, 6), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((22, 4), ())]","[((11, 3), ((1, 12),)), ((16, 4), ((1, 1),)), ((17, 12), ()), ((26, 11), ()), ((12, 8), ((1, 1),)), ((18, 6), ((1, 1), (1, 12))), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((26, 6), ())]",400,37,55,92
401,"((11, 3), ((1, 12),))","((11, 4), ((1, 12),))",South,"[((11, 4), ((1, 12),)), ((11, 2), ((1, 12),))]","[((11, 3), ((1, 12),)), ((16, 4), ((1, 1),)), ((17, 12), ()), ((26, 11), ()), ((12, 8), ((1, 1),)), ((18, 6), ((1, 1), (1, 12))), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((26, 6), ())]","[((11, 2), ((1, 12),)), ((12, 8), ((1, 1),)), ((16, 4), ((1, 1),)), ((26, 11), ()), ((5, 2), ((1, 1), (1, 12))), ((17, 12), ()), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12)))]",401,42,50,92
402,"((11, 2), ((1, 12),))","((11, 3), ((1, 12),))",South,"[((11, 3), ((1, 12),)), ((11, 1), ((1, 12),)), ((12, 2), ((1, 12),))]","[((11, 2), ((1, 12),)), ((12, 8), ((1, 1),)), ((16, 4), ((1, 1),)), ((26, 11), ()), ((5, 2), ((1, 1), (1, 12))), ((17, 12), ()), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12)))]","[((11, 1), ((1, 12),)), ((12, 8), ((1, 1),)), ((16, 4), ((1, 1),)), ((26, 11), ()), ((5, 2), ((1, 1), (1, 12))), ((17, 12), ()), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 2), ((1, 12),))]",402,43,49,92
403,"((11, 1), ((1, 12),))","((11, 2), ((1, 12),))",South,"[((11, 2), ((1, 12),)), ((12, 1), ((1, 12),))]","[((11, 1), ((1, 12),)), ((12, 8), ((1, 1),)), ((16, 4), ((1, 1),)), ((26, 11), ()), ((5, 2), ((1, 1), (1, 12))), ((17, 12), ()), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((12, 2), ((1, 12),))]","[((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((26, 11), ()), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((12, 2), ((1, 12),)), ((12, 1), ((1, 12),))]",403,44,48,92
404,"((16, 4), ((1, 1),))","((16, 3), ((1, 1),))",North,"[((16, 3), ((1, 1),)), ((17, 4), ((1, 1),))]","[((16, 4), ((1, 1),)), ((12, 8), ((1, 1),)), ((17, 12), ()), ((26, 11), ()), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((12, 2), ((1, 12),)), ((12, 1), ((1, 12),))]","[((12, 8), ((1, 1),)), ((26, 11), ()), ((17, 12), ()), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((12, 2), ((1, 12),)), ((17, 4), ((1, 1),))]",404,40,53,93
405,"((12, 8), ((1, 1),))","((11, 8), ((1, 1),))",East,"[((13, 8), ((1, 1),)), ((11, 8), ((1, 1),))]","[((12, 8), ((1, 1),)), ((26, 11), ()), ((17, 12), ()), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((12, 10), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((12, 2), ((1, 12),)), ((17, 4), ((1, 1),))]","[((17, 12), ()), ((26, 11), ()), ((12, 10), ((1, 1),)), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((17, 4), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((12, 2), ((1, 12),)), ((13, 8), ((1, 1),))]",405,40,53,93
406,"((17, 12), ())","((18, 12), ())",West,"[((18, 12), ()), ((16, 12), ())]","[((17, 12), ()), ((26, 11), ()), ((12, 10), ((1, 1),)), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((17, 4), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((12, 2), ((1, 12),)), ((13, 8), ((1, 1),))]","[((12, 10), ((1, 1),)), ((26, 11), ()), ((17, 4), ((1, 1),)), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((13, 8), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((12, 2), ((1, 12),)), ((16, 12), ())]",406,33,60,93
407,"((12, 10), ((1, 1),))","((11, 10), ((1, 1),))",East,"[((13, 10), ((1, 1),)), ((11, 10), ((1, 1),))]","[((12, 10), ((1, 1),)), ((26, 11), ()), ((17, 4), ((1, 1),)), ((12, 4), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((13, 8), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 1), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((12, 2), ((1, 12),)), ((16, 12), ())]","[((26, 11), ()), ((12, 4), ((1, 12),)), ((17, 4), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((13, 8), ((1, 1),)), ((16, 12), ()), ((12, 1), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((12, 2), ((1, 12),)), ((13, 10), ((1, 1),))]",407,42,51,93
408,"((26, 11), ())","((26, 12), ())",South,"[((26, 12), ()), ((26, 10), ())]","[((26, 11), ()), ((12, 4), ((1, 12),)), ((17, 4), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((18, 6), ((1, 1), (1, 12))), ((13, 8), ((1, 1),)), ((16, 12), ()), ((12, 1), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((22, 4), ()), ((12, 2), ((1, 12),)), ((13, 10), ((1, 1),))]","[((17, 4), ((1, 1),)), ((12, 4), ((1, 12),)), ((18, 6), ((1, 1), (1, 12))), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((12, 1), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((26, 10), ())]",408,41,52,93
409,"((17, 4), ((1, 1),))","((16, 4), ((1, 1),))",East,"[((18, 4), ((1, 1),)), ((16, 4), ((1, 1),))]","[((17, 4), ((1, 1),)), ((12, 4), ((1, 12),)), ((18, 6), ((1, 1), (1, 12))), ((1, 6), ((1, 1), (1, 12))), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((13, 8), ((1, 1),)), ((16, 12), ()), ((12, 1), ((1, 12),)), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((26, 10), ())]","[((18, 4), ((1, 1),)), ((1, 6), ((1, 1), (1, 12))), ((12, 4), ((1, 12),)), ((12, 1), ((1, 12),)), ((5, 2), ((1, 1), (1, 12))), ((22, 4), ()), ((18, 6), ((1, 1), (1, 12))), ((16, 12), ()), ((26, 10), ()), ((26, 6), ()), ((11, 6), ((1, 1), (1, 12))), ((13, 10), ((1, 1),)), ((12, 2), ((1, 12),)), ((13, 8), ((1, 1),))]",409,41,52,93
