iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
135,"((6, 12), ((1, 1),))","((5, 12), ((1, 1),))",East,"[((6, 11), ((1, 1),)), ((7, 12), ((1, 1),)), ((5, 12), ((1, 1),))]","[((6, 12), ((1, 1),)), ((1, 11), ((1, 1), (1, 12))), ((3, 11), ((1, 1), (1, 12))), ((2, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 12),)), ((5, 11), ((1, 1), (1, 12))), ((6, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 1), (1, 12))), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((4, 12), ((1, 12),)), ((7, 4), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1), (1, 12))), ((15, 2), ()), ((7, 11), ((1, 1),))]","[((1, 11), ((1, 1), (1, 12))), ((2, 11), ((1, 1), (1, 12))), ((3, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 12),)), ((5, 11), ((1, 1), (1, 12))), ((6, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((4, 12), ((1, 12),)), ((7, 4), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((15, 2), ()), ((7, 12), ((1, 1),))]",135,34,43,77
136,"((1, 11), ((1, 1), (1, 12)))","((1, 12), ((1, 1), (1, 12)))",South,"[((1, 12), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((2, 11), ((1, 1), (1, 12)))]","[((1, 11), ((1, 1), (1, 12))), ((2, 11), ((1, 1), (1, 12))), ((3, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 12),)), ((5, 11), ((1, 1), (1, 12))), ((6, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((4, 12), ((1, 12),)), ((7, 4), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((15, 2), ()), ((7, 12), ((1, 1),))]","[((2, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 1), (1, 12))), ((3, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 12),)), ((5, 11), ((1, 1), (1, 12))), ((6, 11), ((1, 1), (1, 12))), ((15, 2), ()), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((4, 12), ((1, 12),)), ((7, 4), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((7, 12), ((1, 1),)), ((1, 10), ((1, 1), (1, 12)))]",136,38,39,77
137,"((2, 11), ((1, 1), (1, 12)))","((2, 12), ((1, 1), (1, 12)))",South,"[((2, 12), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((3, 11), ((1, 1), (1, 12))), ((1, 11), ((1, 1), (1, 12)))]","[((2, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 1), (1, 12))), ((3, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 12),)), ((5, 11), ((1, 1), (1, 12))), ((6, 11), ((1, 1), (1, 12))), ((15, 2), ()), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((4, 12), ((1, 12),)), ((7, 4), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((7, 12), ((1, 1),)), ((1, 10), ((1, 1), (1, 12)))]","[((3, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 1), (1, 12))), ((5, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 12),)), ((4, 12), ((1, 12),)), ((6, 11), ((1, 1), (1, 12))), ((15, 2), ()), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((7, 4), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((7, 12), ((1, 1),)), ((2, 10), ((1, 1), (1, 12)))]",137,39,38,77
138,"((3, 11), ((1, 1), (1, 12)))","((3, 12), ((1, 1), (1, 12)))",South,"[((3, 12), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((4, 11), ((1, 1), (1, 12))), ((2, 11), ((1, 1), (1, 12)))]","[((3, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 1), (1, 12))), ((5, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 12),)), ((4, 12), ((1, 12),)), ((6, 11), ((1, 1), (1, 12))), ((15, 2), ()), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((7, 4), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((7, 12), ((1, 1),)), ((2, 10), ((1, 1), (1, 12)))]","[((4, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((5, 11), ((1, 1), (1, 12))), ((15, 2), ()), ((4, 11), ((1, 12),)), ((4, 12), ((1, 12),)), ((6, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((7, 4), ((1, 1),)), ((15, 1), ()), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((3, 10), ((1, 1), (1, 12)))]",138,40,37,77
139,"((4, 11), ((1, 1), (1, 12)))","((4, 12), ((1, 1), (1, 12)))",South,"[((4, 12), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 1), (1, 12))), ((3, 11), ((1, 1), (1, 12)))]","[((4, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((5, 11), ((1, 1), (1, 12))), ((15, 2), ()), ((4, 11), ((1, 12),)), ((4, 12), ((1, 12),)), ((6, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((7, 4), ((1, 1),)), ((15, 1), ()), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((3, 10), ((1, 1), (1, 12)))]","[((5, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((6, 11), ((1, 1), (1, 12))), ((15, 2), ()), ((4, 11), ((1, 12),)), ((4, 12), ((1, 12),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((7, 4), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((4, 10), ((1, 1), (1, 12)))]",139,41,36,77
140,"((5, 11), ((1, 1), (1, 12)))","((5, 12), ((1, 1), (1, 12)))",South,"[((5, 12), ((1, 1), (1, 12))), ((5, 10), ((1, 1), (1, 12))), ((6, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 1), (1, 12)))]","[((5, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((6, 11), ((1, 1), (1, 12))), ((15, 2), ()), ((4, 11), ((1, 12),)), ((4, 12), ((1, 12),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((7, 4), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((4, 10), ((1, 1), (1, 12)))]","[((6, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((4, 12), ((1, 12),)), ((15, 2), ()), ((4, 11), ((1, 12),)), ((7, 6), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((7, 4), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 10), ((1, 1), (1, 12)))]",140,42,35,77
141,"((6, 11), ((1, 1), (1, 12)))","((6, 12), ((1, 1), (1, 12)))",South,"[((6, 12), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((5, 11), ((1, 1), (1, 12)))]","[((6, 11), ((1, 1), (1, 12))), ((7, 11), ((1, 1), (1, 12))), ((4, 12), ((1, 12),)), ((15, 2), ()), ((4, 11), ((1, 12),)), ((7, 6), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((13, 6), ()), ((4, 10), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((7, 4), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 10), ((1, 1), (1, 12)))]","[((7, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 12),)), ((4, 12), ((1, 12),)), ((15, 2), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((13, 6), ()), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((7, 4), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((6, 10), ((1, 1), (1, 12)))]",141,43,34,77
142,"((7, 11), ((1, 1), (1, 12)))","((7, 12), ((1, 1), (1, 12)))",South,"[((7, 12), ((1, 1), (1, 12))), ((7, 10), ((1, 1), (1, 12))), ((6, 11), ((1, 1), (1, 12)))]","[((7, 11), ((1, 1), (1, 12))), ((4, 11), ((1, 12),)), ((4, 12), ((1, 12),)), ((15, 2), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((15, 1), ()), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((13, 6), ()), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((7, 4), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((6, 10), ((1, 1), (1, 12)))]","[((4, 12), ((1, 12),)), ((4, 11), ((1, 12),)), ((15, 1), ()), ((15, 2), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((7, 4), ((1, 1),)), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((13, 6), ()), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((7, 10), ((1, 1), (1, 12)))]",142,44,33,77
143,"((4, 12), ((1, 12),))","((3, 12), ((1, 12),))",East,"[((4, 11), ((1, 12),)), ((5, 12), ((1, 12),)), ((3, 12), ((1, 12),))]","[((4, 12), ((1, 12),)), ((4, 11), ((1, 12),)), ((15, 1), ()), ((15, 2), ()), ((4, 10), ((1, 12),)), ((7, 6), ((1, 1),)), ((7, 4), ((1, 1),)), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((13, 6), ()), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((7, 10), ((1, 1), (1, 12)))]","[((4, 11), ((1, 12),)), ((4, 10), ((1, 12),)), ((15, 1), ()), ((15, 2), ()), ((13, 6), ()), ((7, 6), ((1, 1),)), ((7, 4), ((1, 1),)), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((7, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),))]",143,26,52,78
144,"((4, 11), ((1, 12),))","((3, 11), ((1, 12),))",East,"[((4, 12), ((1, 12),)), ((4, 10), ((1, 12),)), ((5, 11), ((1, 12),)), ((3, 11), ((1, 12),))]","[((4, 11), ((1, 12),)), ((4, 10), ((1, 12),)), ((15, 1), ()), ((15, 2), ()), ((13, 6), ()), ((7, 6), ((1, 1),)), ((7, 4), ((1, 1),)), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((7, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),))]","[((4, 10), ((1, 12),)), ((15, 2), ()), ((15, 1), ()), ((7, 10), ((1, 1),)), ((13, 6), ()), ((7, 6), ((1, 1),)), ((7, 4), ((1, 1),)), ((7, 11), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 11), ((1, 12),))]",144,27,51,78
145,"((4, 10), ((1, 12),))","((3, 10), ((1, 12),))",East,"[((4, 11), ((1, 12),)), ((5, 10), ((1, 12),)), ((3, 10), ((1, 12),))]","[((4, 10), ((1, 12),)), ((15, 2), ()), ((15, 1), ()), ((7, 10), ((1, 1),)), ((13, 6), ()), ((7, 6), ((1, 1),)), ((7, 4), ((1, 1),)), ((7, 11), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 11), ((1, 12),))]","[((15, 2), ()), ((13, 6), ()), ((15, 1), ()), ((7, 10), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((7, 6), ((1, 1),)), ((7, 4), ((1, 1),)), ((7, 11), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 10), ((1, 12),))]",145,28,50,78
146,"((15, 2), ())","((14, 2), ())",East,"[((15, 1), ()), ((16, 2), ()), ((14, 2), ())]","[((15, 2), ()), ((13, 6), ()), ((15, 1), ()), ((7, 10), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((7, 6), ((1, 1),)), ((7, 4), ((1, 1),)), ((7, 11), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 10), ((1, 12),))]","[((15, 1), ()), ((16, 2), ()), ((7, 4), ((1, 1),)), ((13, 6), ()), ((5, 10), ((1, 1), (1, 12))), ((7, 6), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),))]",146,15,63,78
147,"((15, 1), ())","((14, 1), ())",East,"[((15, 2), ()), ((16, 1), ()), ((14, 1), ())]","[((15, 1), ()), ((16, 2), ()), ((7, 4), ((1, 1),)), ((13, 6), ()), ((5, 10), ((1, 1), (1, 12))), ((7, 6), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),))]","[((16, 2), ()), ((16, 1), ()), ((7, 4), ((1, 1),)), ((13, 6), ()), ((5, 10), ((1, 1), (1, 12))), ((7, 6), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),))]",147,16,62,78
148,"((16, 2), ())","((15, 2), ())",East,"[((16, 3), ()), ((16, 1), ()), ((15, 2), ())]","[((16, 2), ()), ((16, 1), ()), ((7, 4), ((1, 1),)), ((13, 6), ()), ((5, 10), ((1, 1), (1, 12))), ((7, 6), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((7, 11), ((1, 1),)), ((7, 10), ((1, 1),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),))]","[((16, 1), ()), ((13, 6), ()), ((7, 4), ((1, 1),)), ((7, 10), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((7, 6), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((7, 11), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((16, 3), ())]",148,16,62,78
149,"((16, 1), ())","((15, 1), ())",East,"[((16, 2), ()), ((15, 1), ())]","[((16, 1), ()), ((13, 6), ()), ((7, 4), ((1, 1),)), ((7, 10), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((7, 6), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((7, 11), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((16, 3), ())]","[((13, 6), ()), ((7, 10), ((1, 1),)), ((7, 4), ((1, 1),)), ((7, 11), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((7, 6), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((16, 3), ())]",149,17,61,78
150,"((13, 6), ())","((13, 5), ())",North,"[((13, 5), ()), ((12, 6), ())]","[((13, 6), ()), ((7, 10), ((1, 1),)), ((7, 4), ((1, 1),)), ((7, 11), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((7, 6), ((1, 1),)), ((3, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((16, 3), ())]","[((7, 4), ((1, 1),)), ((7, 10), ((1, 1),)), ((7, 6), ((1, 1),)), ((7, 11), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((16, 3), ()), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((12, 6), ())]",150,13,66,79
151,"((7, 4), ((1, 1),))","((6, 4), ((1, 1),))",East,"[((8, 4), ((1, 1),)), ((6, 4), ((1, 1),))]","[((7, 4), ((1, 1),)), ((7, 10), ((1, 1),)), ((7, 6), ((1, 1),)), ((7, 11), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((1, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((4, 10), ((1, 1), (1, 12))), ((16, 3), ()), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((12, 6), ())]","[((7, 6), ((1, 1),)), ((7, 10), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((7, 11), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((12, 6), ()), ((16, 3), ()), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((8, 4), ((1, 1),))]",151,27,52,79
152,"((7, 6), ((1, 1),))","((6, 6), ((1, 1),))",East,"[((7, 7), ((1, 1),)), ((6, 6), ((1, 1),))]","[((7, 6), ((1, 1),)), ((7, 10), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((7, 11), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((12, 6), ()), ((16, 3), ()), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((2, 10), ((1, 1), (1, 12))), ((8, 4), ((1, 1),))]","[((7, 10), ((1, 1),)), ((7, 11), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((12, 6), ()), ((16, 3), ()), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((8, 4), ((1, 1),)), ((7, 7), ((1, 1),))]",152,29,50,79
153,"((7, 10), ((1, 1),))","((6, 10), ((1, 1),))",East,"[((7, 11), ((1, 1),)), ((6, 10), ((1, 1),))]","[((7, 10), ((1, 1),)), ((7, 11), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((7, 12), ((1, 1),)), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((12, 6), ()), ((16, 3), ()), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((8, 4), ((1, 1),)), ((7, 7), ((1, 1),))]","[((7, 11), ((1, 1),)), ((7, 12), ((1, 1),)), ((1, 10), ((1, 1), (1, 12))), ((2, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 1), (1, 12))), ((4, 10), ((1, 1), (1, 12))), ((3, 10), ((1, 1), (1, 12))), ((7, 7), ((1, 1),)), ((5, 12), ((1, 12),)), ((7, 10), ((1, 1), (1, 12))), ((5, 11), ((1, 12),)), ((12, 6), ()), ((16, 3), ()), ((6, 10), ((1, 1), (1, 12))), ((5, 10), ((1, 12),)), ((8, 4), ((1, 1),))]",153,33,46,79
